initial,solution,fitness,duration
274744234836222854784931192411451016304234463940171813252381243293735214132926020316141533,274744126362219547849151130242945103423093539401617324823742431838462120412526131313142833,5841508,86.74844408035278
352726201641311044242930183325144386323479174512233721284636234839471382504249431519114012,332361519026162294713352343729496845444838204110283439346241143121714725313218421530212740,5817666,70.1176962852478
526474442036028383722733433934527321781146252119303529424119234849311813101222464016143415,182142303713602173134114554348254033464441223363914411928151632473582049101372422279262938,5853576,78.8865442276001
483616270373545322817152046213323449312514223041341140192481026394712432629493513144273818,436433520333823281722391448371116132464030414510202118293149137471544532427984212252619346,5789240,86.7597451210022
354430290193143262523134131710478512324538154146481122391649211814283764373623340244220279,357382913272352625331734920223239494146431214447104514243015211802837643482361619114240831,5725646,53.75129222869873
234714619331563710303361147324323241827224916143592683842848294244252117040392045121331415,103522318171221484623497384432015392414628190184011262713337165254433641302923445134247329,5820664,79.35718512535095
223934191321181512014491374735103359466829241731254423483627423032401145432624203816341287,362393513322573410133511016824128466262947493041545144233948172112273137402024381943221844,5866882,70.1454005241394
300346286121714381918524835412010479341441343111548234037422163929273225242217333631264549,472014446583227974148231734354912442203716244324230261511829332145103638401131191339325286,5880018,103.46287536621094
131412935404739233422549194637252321838283615123341948451110422417314833076214302644202716,131412935404739233422549194637252321838283615123341948451110422417314833076214302644202716,5866418,76.54782509803772
153734452826493630832481219421820274311394631102135141761602513294424045243841223719233347,412454282031291634131937121123331735234449141510406433973227047254642483613022212684518389,5788986,74.21218585968018
942644437192311747011233410464542140482035251614283262218132130837334152949381215362439273,722491838304416323362033401732373534211151346224212391526496258452810430314841929411414727,5839248,54.4180121421814
373170355152294529323918272446484023164342473314128134620302538173424134944836211119261012,283646251149152293710451418272474321233842358332914030462017016133444483526473231411923912,5810206,75.53169107437134
191482765441302843182043147381245222416211039112393746323041253515364872942133491726233440,272344434032861881237251148432363539242151334174931304719161545738019142203310294142224626,5909710,64.1243200302124
304461114332917491237373019164210432212418204739521521383640134845242831273426982546323541,154445826039333925302127284718204019294571736613210244346144937354838231316311142122344122,5728160,78.59226536750793
381349281733300392316371529943745268471221135252024184042361154841273442322311410632444619,461749414220194031311263710231636504486484391433222272573812333047142291815452128934352431,5878968,87.966876745224
402721394874428243726384613198615251732191353610184244312353341141142474520016492923302233,105323173414212549919392033441115243748472945126436323013160421838364640223541472712282318,5778452,97.16638684272766
138044343410728184312720213735540151448234725241736302241261696191242292493311464538313239,478411463216442344320152838371749423411348264531195403536273101272918252124392201146933302,5880766,72.85997939109802
264944394551947482520829331513736271164631443414210382351122340283422032304241631371718921,197414549582720323115441014383626124301648182946476224339372324343310422928132521111733540,5717602,100.10463213920593
251415123311344613821364018222052742481349473530242648928453241203723339431674419171029316,262723404843883418129154424617143937492035112419210424513334328612974110303254722251636331,5806962,91.26891303062439
237349825222433261220344131452143274623161044361428354017291930483874715101118394532642913,131123701521273334323194142652924826494844162325467174038282023303936144518434194735102211,5824584,93.64976787567139
403441223332735391272182830617164637484919451438204781044214243132652932149015252436233111,613104145174601636373944234825263894020192132243113014385418271112492815433422354774233292,5881942,88.70729112625122
481712010311319453025642214026334329438811144224136274715281832145379739342421634935462320,122233430202938363719354417111847404294126114563921498274842510134302832462451673331242315,5887224,91.33097195625305
252173349232613223917381044423693440151143185123824284746302931270164143520321261445481937,381634932274984843719213283671440152504130391812263524234345204211146106131733231444722295,5889364,104.80822110176086
232312747162233545049323428302419742154320111463348821293651412174041446251849383937261310,182743234112424497283739168142548444703193046202638152423453656293411213313351740132191022,5892866,89.70927429199219
343147234263028441340149482220434110291237111949323645725460242385618212716393171241533358,293038464740028487452315312228334261422737364512491643443319133235391811244196142021101725,5862770,100.85587811470032
443937184632172124235311963911254028104482227202167414245293481352643380153047121436493313,354329323341045324447264137015401917213314253612422049316938124845722131846301116283982427,5852674,92.52625155448914
482919213045105321623043433154146734622241820442631362728472338171235811113373991425494042,334984326393651210628312927162330381442011192218174635254431484073245037241347412154221934,5778740,82.70983791351318
122430273248940210263725144163417112338454320443134618151333223619413549282182942047539671,930444232627355484294502364718492024464033324122221141137121025284319161815363431173971338,5919214,104.48255443572998
454764094321734481242039153852641353332112333022714282536131944311216491027184240212984637,472661438242040484433352113912411071517421629233125454302834818364322321127139493721930465,5890944,91.30125761032104
622114241543473013234839494233289361528451217410272672938352044181621192533342371410314640,336231739433115434136113222183243803040284924214164513471235719372910442748252141462026958,5851932,82.27394127845764
139353433338453616031403941153023251120648494222371242245274310291714282144461847183271926,846530271648943394713313825191741123372821232245142042044374935332129182610416121540243436,5840678,92.53840637207031
825223832314101341737124311462935323924443136424026152047493416142133483018191728296450275,464083848233092047423354114494292237343916324411244576191736212131155254310183327123126028,5887216,89.42721128463745
313547251793630838182301402932424491432152611481339422733201922244154337412845610463416127,418402117364742849302027441341032122622551323483309432431445317151122413716293519463928638,5920798,80.14151406288147
304824234131432212129463728278411231442049610221525421945351643547381872640391133036343917,183144467324127244820214312381110289815131640363923193330353431417237045149422472542626295,5900198,76.35735130310059
157462015251043632948234418352224433450303134423713492847819392711411426121636213840322179,449144520222152647421839731924161221374002341135154982527324648363430293331384328411713610,5855744,76.7737979888916
391125121015329414072024342832635333818301981743492744221341462137314248264091223164754536,243947234920310484493272211342117311438301937150182826334236272514468529414321261635404513,5846708,79.74219226837158
233919261316406127463331284794249154322251751484527183642303510141124380293744202132841343,132101301636323525234441943393117361112403726334218462015382129828144919545474072722483424,5827340,83.72654294967651
331320221624724983629394332460172142193731612323343848184135402545714491530454411282610127,352620925165231340137454131273432468141162204917153830194739431210744424821821283633243429,5863630,69.00749564170837
202235221383334134637484536618161017171130914432612390244929825194132323531404442728154742,322352119472353845264815131612271143732103093614243339343749292825641031422140174448204618,5707456,78.10897970199585
352823394219143334922381165171216252614983229730202147311034641134515364202743244440183748,753930221531141712474810264140232532334336121984311493844273416464521351842370629913282024,5900798,71.67585015296936
449153910131463374143161147824292242673235459124019333427262313820142528482136234403017185,302703447151618103852833237321911292542398144348121374034135444214623936202422263117145496,5845696,74.41147899627686
382913162324044632103011261849211224520543424734359153284027333136411722254419648139781437,242735434948436391426444521037473138233419156322591016421381152220346292827124133140183017,5814996,73.73920464515686
845149301841171142561228264435403602337133816313439327321924857221020464724294333492142151,463992321451831253420303856804135321527374724342263122210491428293316173640244819711444113,5758828,66.95331025123596
451418102432419113144354034341917221213431296253623381639462830484915373342205822627214770,820403244635471238481811451514442616334971029365434125937132262723302390171941323431422128,5859296,71.03921508789062
323519171413047349293322382725122308314722448103944261837209284336134064516463442111541521,244473242353428523639251710164521203831114037618902919332646154474830221314381249314412327,5809474,68.32066631317139
314224521251482327293917548291137016363428303247191220493833411871342242614033510154446643,463322364453426490152737441238531184126162142142947192382039243711324313102835401748912530,5800396,67.76696705818176
193945383141255411264420221503233373713162912142161743342430361923492461047424035828184827,138341019224125512402021263115017273830139294144463239492448452316437463647421135228183337,5809758,66.0235698223114
400449243574523473141112361017258264628131639203414423822253153221273033419376182943114948,446263843322517422614457102148472740391559133518231904133364911283012372431684431342012229,5827278,65.73033094406128
474254445232633306354232749211820171141529482413361291934283222738311015246434008371613914,282240939411835313210348303467444451137241638211536431719242252923496272013482647501214133,5772782,64.69365310668945
