initial,solution,fitness,duration
621713941135151081214160,611611094121013152148357,514938,1.2271480560302734
715849111602121314106135,101658971122341161401513,505618,1.057145357131958
511964010314157821312116,125150113410148672161139,511508,1.7470848560333252
653142128104151609711311,610911551412713801143216,512192,1.4303877353668213
931110161201131487256415,100143913516781221611415,517532,1.4000053405761719
870211513510914416121163,101345715914631601211128,516272,1.1041357517242432
148012169710131532561114,945712615161313148100112,516384,1.1482579708099365
111517613149108241251603,791416151365183101120412,521816,1.3329849243164062
117402138131416615910125,616011149132753151841012,523472,1.3520679473876953
142587111604115961310312,711091415162123810654131,515396,2.0169830322265625
515213911601281011614347,711051669212141510138341,508672,0.9048008918762207
149581113115410122716036,158610113516141207114239,516724,1.3278145790100098
321115113891204651614710,111612601513378145124910,528586,1.0300450325012207
011615115107126839213144,121610897142151311650143,507222,0.5705051422119141
153141948010136511212167,110414312135102871516619,514156,0.7273242473602295
671301095381214111415216,111968715431216131005214,505968,1.6918997764587402
101511139126071281416345,151532714131012640119168,525194,1.4365346431732178
157431351261100111492816,135412161015672148311190,518128,1.323223352432251
101424611137081611215359,101658711131431491202156,516988,1.0146942138671875
912133121410687041151516,315821214161013604119157,523900,1.1027605533599854
014312912168101346155117,812143110942016117651513,516210,1.3242096900939941
695141416231512101187130,111516103902157861241314,509022,1.2466826438903809
128010161441113715623159,165914100671512142381113,523024,0.9565010070800781
101115123621308144516719,111161484231012159601357,519170,1.7679622173309326
315710131614064921128115,851632151476131004119112,518804,1.4781899452209473
716839156132012101441115,159161210083613144157112,524352,0.8347210884094238
112013941281361551471610,651164901131382141571012,519366,0.6850578784942627
151016129754116314018132,160111075313481516129142,521360,1.4659137725830078
166102914301181241511375,155124210161468130119713,524236,0.8170011043548584
165812101526013134119147,451811301661271510291413,521492,1.247629165649414
360118134957121521161014,120147413169615852110113,525538,1.0107269287109375
101605641981127151314123,139612140111041651315827,518770,1.1742141246795654
915071316314485211011612,742981151131015141216360,522594,1.7450180053710938
810749314116131165122150,108715014121113154392616,514760,1.686326026916504
152118341216051910141376,129158416132105117601413,514162,0.927642822265625
138614210127431115016915,141133645810712216091511,531150,1.6659271717071533
158111491240101621375163,112820135314915104161167,518062,1.3182635307312012
812160613510141119274153,101651571319141263112408,514528,1.2719240188598633
815612931301641071214115,161305489102151471261113,505396,0.9090332984924316
111316541510610382914712,108123415106571421191613,522102,0.809661865234375
110463816121391151027514,125191141627081063151314,517062,0.8821301460266113
710131412391561216411580,618792143101215511013416,514222,0.8668944835662842
239101516131165121048147,119511378410231216150146,500450,0.6494655609130859
514482151267031316191011,128113169411141510652073,517166,1.2491068840026855
141270151041631139561128,141650152647133911181210,516754,1.0650241374969482
160210139114873121416155,785122310460161591111413,512520,0.5750062465667725
112659131274151413810160,401351141512391611710682,510564,0.6332650184631348
117121309261011453416158,015121398117651234161410,524782,0.8092219829559326
152166138910140312417115,713169025614103412115118,520776,0.6383984088897705
121371011114291606158534,101121521116837096541314,513018,0.665302038192749
