initial,solution,fitness,duration
9815232178183117759536142263669362695403640584772552834193081331013458587828074199537971512556848952659271694884487997262942731443641324886593822460505777126827705349204667833976961164903591,3215247858316975953612122636648703652017406578955743419309041103581798749808519953798651255628725465927169488448849726294273141843339893715938232462504777126827605382674620833976961164451391,23359328,9.136181831359863
8918782671849747795318032499485460163215790641424614915412729656498838110823195947227967450172286255844610247333343028852315554066881193517669675236561962870206839133863354559277998775439237,8918782671909721795318022498235515847253605788641334614651612112992439883376693195947263967450273086544446102473423432288523155540843979357669675236561962870206810138117874559277994875649138,23502950,7.375235080718994
1321742722223696461263241484997555804845253646353928101785518762973341577018274330825894373854605591612191869879897667606311815683537729715040426843496952209578444792319088663273914993786515,1321742894723806461263561466887512694845253611355928517855186297654143703122103082585203854672573916271918698799076676063778124835346997150404268434969942095784455921537298432739149937873318,23409958,7.963216066360474
6580798640238852626642459772148580989995314163566030192236372987514642907585153116713972736181848974104416346854978202328555772457092289158294471763825146674750354383623915186917731296493393,6580792827238898626642486777239544311095524170566078192233372987513642275836389116713143036181735374990163468549622090328555721451924891588294471763525976674750384393405915186917841296494685,23277056,9.385505676269531
5551858774516955739671558448866574896013228214625599061939611781770724994434136835247131777656812375300506354343726209266534732641528806873971462932928682793338124218104098699127352499194884,5551859881471689573967158844926732922961395845462510236170601987179372499484126483434867777656269075304150635434375920366653532581212878686597146293024282793338747118358040699127312499114852,23322618,11.028320074081421
5101876467291296377349140992526036163285417568620846611592764897114817990227753477958082883062261316750355174524344199478339770214484139156913382892602383637538555299157429824936863465875845,3910189961793696377349704064341567121632854485661988466585987428971278179476019534572957828830467786315550355174526244294783397121422765266913382892023956375385728391434120249368802565141190,23288138,10.93693995475769
4840258950611480333632671596469189922622690781091301353794952397111557475779646972488723927015479238376731741426552547285984519881865684376863519483589382207066043663134448716491235578521229,8440948935611490333632674659874418582295268078819138647448462215671112317531439297298872502701534533039673174142655254728586451981098697937686351258399938220706607666243957131649124798555277,23386912,10.257609844207764
9825649034861746286176505882898492917317571632629835536923192042141569479356576580112437351076678752596602231979648857730327840398113799553457445468338994312519462883360724941281852770164421,5525647976326174628617585069053599297317586326495695449114192036161569217185576580112437351060678752846602231973448837730817840399313729889457445468338994312519462884752729412818968270234233,23442486,10.818861722946167
7391211584777726232309524878909746178133654836080401587558235278616368913387592932336741536506310647588761432871215799379683198056968525663954694818144412518420741979426122942959344570492652,8791227504777726232309531878119775656433174743807163852682369086164951393568992382344426653634571081188876143282221159937836824980996732541395469484614601251842071979586140942959674570355552,23330068,10.585922002792358
1028110241896972413856535517320631548771464293039544673653988798176994938936826699197193142716289875955248413378278524595582392442540885660150162261867557904774322166174367346945123370278083,1028220434018969724135265929873206336487714457893462567158188879279399176435682669291219314225430872155248413373978854595382376442558334660150161161867591904774325966497167826945975170538083,23269074,14.91328740119934
5425469716657112294428635102933743282656790175591721597881205634986996773484995758502474226499885030769232141982624073375751458344608780614146158438185321936336312368471370398966827979115258,5425846132365431229442863545706175502671675717559172134288187565911489677369499575219724742227408878307692321419826299733790511083166020803341461543818538593633631446847642939896680979985258,23360856,12.6622896194458
