initial,solution,fitness,duration
01436721110958,36102981174501,239050,0.8768723011016846
68274539101101,72511098046113,235776,0.7434656620025635
11508310617924,34100681195721,234188,0.8703975677490234
28104110351679,74513108026119,236900,0.8675336837768555
91175103640218,34108071195261,237018,1.1024119853973389
11003982647511,70113241096185,239302,0.8707656860351562
50327489116101,39102641187501,235468,0.6058692932128906
11810065937142,34106071198251,233040,0.8365836143493652
11610534109782,41089570631112,244610,0.5502581596374512
16831110527940,41089570631112,244610,0.6491982936859131
26411100718395,78511042960113,236768,0.4641578197479248
29180561110743,34102691187501,230704,0.3356795310974121
61040711251938,30491152106187,246382,0.6264438629150391
60109514873211,35719064821110,237906,0.42727208137512207
20171065114398,34108071195261,237018,0.3626382350921631
81114362910570,78511042960113,236768,0.4662606716156006
18761030911425,34106071198251,233040,0.3390932083129883
24109763510811,31110246817509,243080,0.8682074546813965
03101685492711,35106824970111,242578,0.613776445388794
31596111047208,74519108026113,229092,0.7274208068847656
86032119710541,76113429010185,242020,0.8770198822021484
10851094711263,10615742981103,238560,0.9266321659088135
04910611137825,34105071198261,235080,0.7584400177001953
19857610411320,72511091108643,236822,1.0164375305175781
87591061141032,36105241197081,242006,1.0888009071350098
16581147010293,70113261491085,243932,0.615708589553833
10508113792164,10415270981163,242344,0.6829473972320557
12113951074806,34102691187501,230704,0.6753063201904297
10711132548069,78511090426113,238512,0.6326568126678467
74029631018115,70119241036185,240250,0.30686020851135254
10911521048673,34102691187501,230704,0.592031717300415
21086103749511,70511092486113,224416,0.42470216751098633
04915107381126,35108621197041,235554,0.5745768547058105
10349611287150,34590112106187,245184,0.5040690898895264
48269110517310,38174609511210,238270,0.6232125759124756
35870111064921,34102691187501,230704,0.6250455379486084
71092110684135,76113429010185,242020,0.6265196800231934
78903105116214,36141175982010,241764,0.40309786796569824
51169743128010,34102691187501,230704,0.3943789005279541
10971154018263,34102691187501,230704,0.7964417934417725
04657329111018,34108091172561,240970,0.7262187004089355
71158106342109,71151019268403,239830,0.7501447200775146
31104095117628,10617541198023,237756,0.6606521606445312
71110039154268,34109061172581,235704,0.7448575496673584
62137805101149,34106071198251,233040,0.6604583263397217
63987010412511,38419257601110,236006,0.7424752712249756
29105780114163,36105241197081,242006,0.6790809631347656
07135691021148,10615742981103,238560,0.624629020690918
24111938765010,39102681147501,238590,0.3781917095184326
76038101142159,74519108026113,229092,0.3837881088256836
