initial,solution,fitness,duration
251238111315191817164610711490,415181690151731012213147111968,875434,1.0490341186523438
116151213171071814263901911584,171512131710111814263901916584,875304,0.9002394676208496
719115180143108641913121721615,719115180141038641913121721615,860622,0.5502481460571289
012138716106117111952915318414,281312716106017111951915141843,865096,0.6183276176452637
181914012111161710156432813759,181914012111161710156432813759,857684,0.7400126457214355
100121238131519616141854179117,831122010131519616141854179117,881130,2.523800849914551
182169312111419471568101310517,194109311181412271568101316517,864986,0.686683177947998
211131581674514199106011831712,214131581674511010961911831712,885460,1.1349225044250488
324711170110151913128614951618,324711801101519161217614135918,875712,1.4863908290863037
108131217161519418113901457162,108191217151613418039111457162,851408,1.3747148513793945
171591320419113101256168714181,171690213410113191251158714186,888702,0.9448466300964355
511006184111314816919231517712,195612108171130947131615214181,883184,0.9842178821563721
451891210721619131711514110836,451891210721619131711531108146,879766,1.5199651718139648
171831401051611216948197151312,171815140105161121694819731312,863736,1.9458236694335938
191100761621151814312159131784,119100711162691814312155131784,849940,0.9083454608917236
511710631912814011182134169715,511714631912810011182134169715,862590,0.8831171989440918
195130987121412111017151618436,110195211614180415131773129816,845308,1.2468006610870361
184513921781531112014101671619,184513921781531112014101671619,872442,0.8714039325714111
181691041432161315711019128517,118161252103813974156191114170,840490,0.502711296081543
162176713110141518109123458191,162174811901415181013193657121,827898,0.9262981414794922
712176199162111181510314513840,117513151621987310912046111418,899450,1.1443772315979004
129198161354715116017312141810,129198161354715116017312141810,871572,1.0653512477874756
101716191843151314811112926507,101716191843141315891121126507,879878,0.7103075981140137
151611510613019439172187128114,151811510613019439172167128114,891206,1.192566156387329
141461751018012111316152819379,138179187412019106515314111216,859980,0.8821210861206055
219121310516318817179406151411,219121410165318817179406151311,887150,1.7965378761291504
101864121771501913111395821416,101864121771501912111395831416,879394,0.7700953483581543
481201711155162118913710193614,487017101551621189131211193614,894882,1.2741317749023438
112762131054151698318170111914,112762131054151608318119171914,901672,2.716871976852417
673181311491161420121951581710,312115410178111621413191857069,891258,2.1177384853363037
184131660812257171911149131015,184131660812257171911149131015,876954,1.057666301727295
161715213914176810183511194120,121715259141768101831301941611,894818,1.0458004474639893
141141901612596813721518101317,141141901612196853721518101317,882408,2.4685914516448975
101535197142198136184120171116,131535191814208106121974171116,868110,1.8364391326904297
391715416121814101912811765130,391715416121871019128111465130,872698,0.884547233581543
015101481831613512617419211719,015101481831613512617111429719,889376,1.0723068714141846
151154101719906216127181431318,151154101719906216127114313188,873016,2.199587345123291
619853117161418159410130122117,161985311761418159410130122117,863424,2.750056028366089
741501410129175611131619818312,161531410729175411131619818012,885478,1.0284013748168945
219614131112101671701849181553,181961413111210167170184921553,824646,1.190380334854126
612143711921619150181417105138,612143711921910150181417168135,861800,2.934675693511963
171441311171261030216918515819,391415131117126101021671854819,881444,1.9410455226898193
151751231418819101211041371669,151471819121410325913118171606,819942,0.881880521774292
153261116145131711910401897128,153219111214513171910401867168,884556,1.1962625980377197
203171981364101161112714159185,293171981364101161112714150185,864512,1.5917725563049316
141091831311875170419156121612,141091837118135170419156121612,840144,1.6572840213775635
047165142911171512101913631188,181371620591115171211986310144,870546,1.0550732612609863
111216109819141867105133217154,121116131881914967105130217154,896474,1.074622392654419
381291451516711741110019618132,511417319151610129141682018713,908324,1.294090747833252
171221411518964161331911501078,171021411518984161331911501276,876774,1.0703554153442383
