initial,solution,fitness,duration
19523317304255634244658120836321325531547640385012272229450354849162321435931261037419741144392818325551575414,19523317304255634244658552083632131853154764038501227222970354849162321435931261037415445411443928253215157914,8499518,18.557058572769165
35475211834574244545812401036142928501620342403322534117381304926312122359275546484315551395691874532613251937,35475211834574244545812402936141028501620384240332253411731304926312122359275546484315551395691874532613251937,8413032,9.730603218078613
41044519231232563492764254331455029251394630591941207263638505383522155111734481618454358311347572152372282440,41044519231232563492764254331455029251394630591941201126363850538352215571734481618454358311347572140372282452,8476254,3.908836603164673
49168175381132315948575612245355926715211446404325523475019543340395127228222923343558133036374116422045184410,49168175381132315948575612245355926715211446404325523475019543340395135228222923342758133036374116422045184410,8442868,5.325297117233276
58468565721384020648175594526355413472333425212091841143716101236242534303428223115492719535073243395155442911,58468565721384020648175594528355413472333425212091841143716101236242534303426223115492719535073243395155442911,8370328,24.977885484695435
14045215956433330312464135374710262717244814255736585155052754916531581311192339341831228452922442042649503832,14011215956438306246413537471026271724140252236585155295275495053153357451923393418441228452013348423149163832,8312818,19.360285758972168
81443484025361204758577383241232711495110192226593931134451855343353054351252464217371528442116362992450532560,81443484025361204758577383241232724951101922265939311344518553433530543512524642173715284421163629924505311560,8512512,7.709277153015137
10583642175784556385155432023553304426251248342932284033239352450134654163191349224137027111575242165918191447,10583642175784556385155432023553304426251248342933284032239352450134654163191349224137027111575242165918191447,8550966,10.331936597824097
11451421754184513812705737242052335238411656432812926134225342353221047294419355932483655466493917313015405850,11451421754184513812705737242052335238411664328129261342253423532210472944193559324836554656493917313015405850,8562414,21.845410346984863
47581359343731561857445115912211440502920832553263810252223164872645302811334919104146452544243245273517533639,47581359343731361857445115912211440502920832553263810252223164874945302811332619104146452544243245273517535639,8471756,20.22472906112671
52128411043581949189533334401545162344634463056257142048051365047312926355752127135932122417384255221139825437,29827233251159265319572237481540564336135504584930101342381846329174457031522824344547126542114514133205539162,8384250,11.765487670898438
55144820584451383227351543413328342243650228455104047262971372318174665256599416230535434215719313949012131125,55144820584451383227351543413328342243650228455104047262971371618174639525659942323053543421571931649012131125,8463766,12.237289428710938
57214821641451529388432739953455303173551531432101958184226493750223545620251713336124445240460241364728591123,25348234235521601550521675722933122034594658242517473054363713913511126454910282914323144384143551840483192756,8381744,19.440484285354614
59435083542418211314154816121753102811495740324392042304422958235164152342526351927362945380564617375233473155,59435083542426211314154816121753102811495740324392042304422958235164152342518351927362945380564617375233473155,8577518,22.48188805580139
22331014427452463629423857584741172535181251483195039375562154498461153164022823145926343201543475520305213193,22331014427452465329423857584741172535181251483195239375562154498461136164022823145926343201543475520305013193,8445966,13.020604610443115
48444225451314831374624521433426361531740223547054382173051111210559165319571856295823493228263950420554133927,48444225451314831374624521433426361531740223547054382173051111610559125319571856295823493228263950420554133927,8482834,11.528170347213745
81138423552355545343192441945235131227225659463917365810316018261516514433747143744928572405032211342920302548,81135423852355545343192441945235131227225659463917365810316018511516264433747143744928572405032211342920302548,8590728,18.618264198303223
21202524442336592631137503832431052241335156491534392914840543483046426416712173518582857191327112520455355947,21202524442336592631137503832431052241334856491534392951840543143046426416712173518582857191327112520455355947,8555308,23.12443470954895
50363411611455513642399191542324582134324043375204583072915145933225574620221218484438532835314926564727511710,50363411611455513594239919154233858213432404337520458307291514633225574620221218484424532835314926564727511710,8488052,8.778703451156616
04442720384103115235940271746193649333728581362412182132453551562534322305439578152114750294855539261625411434,04442720384103115235940271746193649333728581362412182132453551562534322305439578152114750294855539261625411434,8434400,12.320590496063232
58324927853174535414743375412251029413167555616342340520039385715144833309244436211150319222591826462842525131,58324927853174535414743165412251014132967555637342340520039385715144833309244436211150319222591826462842525131,8549416,15.144968271255493
71525513042289843112543727361194813184758393205175723333152564502934938413534442146552240246162014591253104526,10351956376282034581521631143537323613434139182440295733239554585054424945952122646174422547271148038151212530,8221652,28.332255363464355
34155532491430562581121673620413443153571046215422759455129223180433840541728199482462311373524133265039524758,34155532491430562581121673820413443158571046215422759455129223180433640541728199482462311373524133265039524753,8492852,7.741483211517334
01923933469325644112453582034615375230122244417253855484953162650434213710473631292318352157515427112859540148,36455341081830145537201132494863526324594416152474012131541346423849575210392733217174351251923345828295225650,8211558,8.747493982315063
18504630325621612201433324272610215655197491521339313437115345514781522359175938036441584843422840255754234429,18504630325621612201433324272610215655197491521339313437115345514781522359175938036441584843422840255754234429,8371572,17.66711163520813
47523651103213383085362542165553417462452818431915572675623495990201358241139224148311237143550433542144272940,15334129402820438617553552563005425243825057102113154439465932216143612532334758183249479424192645483127115137,8332474,16.980486631393433
33714203615394716455911414282632272425518513053345233291323466112354825074440173138222851956572154949458435010,33714203615394716455911414282632272425518513053345233291323466112354825074440173138222851956572154949458435010,8382690,7.369874715805054
29452242594758272524035371620144155610361854325393122615857300495646174413348382328509115421753194135132343124,41946112327523917481537532137541418301255242150314920651452922444258333438355316195759564724028842636010343251,8309214,5.655898571014404
45416574953544358212655423738514723263315925297285941401019143050112148321333544524631390272217341815836242056,43426553638184622373230483523564316136275758239215331418752447493351253914194511425054174452104002820159151229,8282994,16.29132080078125
22443229531734957331245525158131603022725214881144019262856245233543183731714555039411564954203842591103474636,22445729531734112441584552515613161530227252148599438372628123254335231819317145450393301049552040428163474636,8342990,14.267260551452637
48512808244722391652102553264358538419592734127146455174537352329461332304244150311313619402054152493321561857,50336255253311384245434030311357212947582236271246482816594149135724855137341915264441420395517921856102354320,8228678,6.280747413635254
71023565741419435954644133251412752210112531622928121553393717815243920425847352645404631484934363822531830550,71023565741419435954644133151412752210112531622928121553393758152439204258473526454046324849343638225318301750,8600796,6.628044605255127
49319743158303533132392442912480515052252037344453412754565531575161538423640328462317281822109645142147115926,84243529581346404915192714571074156453293050173375952231241628232648543320432565321123611183914402475152553438,8131216,17.472723722457886
83118495957332141622326375045352554155385829110481321424264234525127284454720233956101435319464712364039301715,83118495957332141622326375045352554155385829110391321424264234525127284454720234856101435319464712364039301715,8442644,15.751128196716309
12973522848313019591417465310163842124242161137363315055613459394441552493443542220840575058254735233227261851,12973522848313019591417653101638421242421461137363315055613459394441552493443542220840575058254735233227261851,8380438,5.9255664348602295
02332316453246594049244736303843314247123275428913481926445526343553172150372241581810152956112039255581457511,02332316453246591349244736303843313947123275428940481926445526343553172150372241581810152956112042255581457511,8532260,6.1504693031311035
36155738523063294412504228415554585643114252034191031375924533380221647351812723142939494645405511713213748262,22241244201754557010952533562951134814312843249372538271556335516543948233230159181947502111264258363464034741,8091992,15.17362117767334
45565241203357397224031094448832438283047341329416324349551536637232527421259505314171152213558461018191515426,23565241203357397224090314448832438143047341329416324349551536637452527421259505328171152213558461018191515426,8437752,13.015825033187866
16953225584850247294730533045361310345128414637122249434426382011324235275754171535231440391556142318565919218,16953225584850247294730533045361310345128414614122249434426382011324235275754171535240431391556372318595619218,8495790,7.98101806640625
24475158381450123593510517485631295493728202646271557411323442516441140494303533263974585521302212524236331819,24475158381450123593510517485631295493728202646271557411323442516441140494305283263974553332130221234236551819,8434662,6.901741981506348
49352353640532451133812373124855414482591511172855719303327586156072059462622544474532144234432318501016293921,12195240585046160222639245743814564923154541539282142143413313353610324417514735302955185922025542711348373876,8244264,12.242291927337646
92036212442577502325325165144311384541359341047153127453522431829461412396265556130401737523284941285805331948,92036214342577502325325165144311384541359341047153127453522241829461412396265556130401737523284941285805331948,8348772,12.034011363983154
42155714859641410363329164443112405625325472334583130542049242621371318121922278750515539453381752053149462835,42155714859641410363329164443112405625325472334583130542049242621371318121922278750515539453381752053149462835,8478752,6.738576650619507
42121638295733551748273554233474131565311225158205924813434055064744321544505214301892510314919282639374636221,42121638295733551748273554233474131565311225158205924813434055064744321544503714301892510314919282639524636221,8325786,7.5136659145355225
44590113348503618412015214463243245615423910212627311645553223358457295834387476937194954511722513302528405312,44400113348503618412015214463243245615423910212627311645553223358457295834387476937194954511722513302528595312,8484174,10.133771181106567
10512738145237221581751516285756321255650533329191149482412554826353472305940720462413213436944433018439314542,13312342652285527674317339494620122451371957342535441440362562953161048110543038118355082242592139473258154145,8274852,9.046337842941284
56412825424324404218817405542131341213485835322395533151362719432611373846524729351449625759950457231020161530,33371614159511026292074854521413319323022152458172827114212434536385046343919032144255735495628185545540233647,8355218,5.746607303619385
39354715846435544362613518109235430272481162433459370295845741211256206317383411531928513142401452252249575032,39354715846435544362613518109235430272481162433459370295845741211256206317383411531928513142401452252257495032,8486260,6.023592710494995
14394078645442155547232034457481345372831052918341051381132565414643261930212582450162225592949363312172753135,11475134501245583391027481640534261324192303120575483047374921224629174325152841593818355652134423614553239526,8281062,8.775903701782227
30573531016222423946104344551485819475417281812364023204851133334275641255337502911593224576385245211542649319,29286543155164219536593918251574133914373534417154713504521204838824100303449371456322558351144027224626522312,8392174,7.464005470275879
