initial,solution,fitness,duration
172552115242930021881026943206191123347331627321311328142212,902815242923262720103121258762230173313418343225111123191614,2747488,4.1025989055633545
282612123324133011392015053110227163483312292514271762191824,282612123324133011392015053110227163483312292514271762191824,2898216,2.3649702072143555
203272917301531032133428238111025221842162629713316142412195,102425821452931341311932121161730266232719122873022204331518,2836816,4.993063688278198
101726332331312112722143492719292830251820013215158243211664,105263323313121127221434927192928302518200132117158243211664,2912970,6.764446020126343
186202913222092414171052812831719332254162611130272123341533,186202913222249014172552812831719332104162611130272123341533,2910592,3.128728151321411
115533112221603426133212296211481743182519273110287923302024,115533112221603426133212296211481719318254273110282092330724,2935798,4.2356719970703125
132630210514312347620181219291527280111328252221324169341733,132630210514312347620181219291527280125328112221324169341733,2882692,8.63547682762146
163413042032528112410292014313261782712625211922923733181531,163413043332528112410292014313261782712625211922923720181531,2852674,7.29324746131897
101511327132716525213426302831791212429823316022241914331820,218271241633821694330312620322319157251322295171028111203414,2806314,4.9608213901519775
434131652912233719202231242114323181117826101502832692725301,434131652912233141920312624217322181117823301502832692725101,2962578,4.877790212631226
919342111013125233317143248152622418267283229273003125111620,919344110131252333171432481526222118267283229273003125111620,2895776,6.2546679973602295
252482811339262713163012367290422518153221201723114193341012,262482811339252131430123672904225181532212017273116193341012,2947156,8.46372938156128
332115181929022111693183283217213301012512272426734235204614,332115181929022111693183283217226301012512272413734235204614,2865388,4.62103271484375
121748262861814313227115102120751634013302511231929324223392,121748262833181431322711510620751634013302511231929324222192,2952256,3.889216899871826
122110105632925303222928120233119261534714213327174181681324,122110105632925303222928120233119261534714213327178181641324,2878668,6.210429906845093
262808335342417101492321302718121925131261620111513322932247,262215322012102911328457171621203113182519338612730924233414,2787598,5.095761775970459
324311815234401328232627291732891014222552033161611301219721,222113014323421181961534242616171327311729280925333220810512,2827762,2.944230556488037
232021421308272232397102401229175134163119461533181126252813,232021421301827223239710240122917513416311946153381126252813,2852046,3.529947519302368
231363341221971614212232981293320102817272515110185312430264,231363341221971614212232981293320102817272515110185312430264,2913206,6.500858306884766
136329114231191216261581902227253032213152718174203328103424,132232911223119142426158190267253032213152718174203328103416,2896578,5.380059242248535
221913282422026151231236530160343101172721254143289181129733,287833293031114173193410262327125181603221154242213220251916,2830396,3.0339674949645996
471520173152318141312333210225240341619292683032122928116271,172437633202532312330812013221269292711221628183414191541510,2809228,3.3425700664520264
647171212720302526210338151422111916242328332109313422913518,183242533122916143472721731031521856191910282320112630242213,2871100,4.184790849685669
481070241223202282616181313115291461517193325927133022322134,481070241223202282616181313111729146155193325927133022322134,2892542,3.838376522064209
252726213317510291718322331154362091211221628803413241430192,252716213226510231171833830312096141317122233401528122919244,2864746,1.908383846282959
281627251724206191832122630137342315102158309291311443311222,916272517242061918324312328137341415102158300291263123311222,2912088,1.636383056640625
341272114086417101623131520243323511311812293292826227251930,341272114086433101623131520249235113118122932172826227251930,2885712,4.313358306884766
161241331115720028325172662481492534181033233129222130192712,291241331115720028325172662481492534181033233116222130192712,2890236,5.3016698360443115
615512229343172121826791619241482103031324252310112013332827,423820102122119146173916312728111803222153025337134524132629,2861354,2.0421688556671143
231634183214331022611193051596120273217257280121329831241422,231634181121433102263193051596820273217257280121329131241422,2919330,1.8903186321258545
203241409152321233261025611223292717119282124341875131630831,203241409152321233261028611223292717119252124341875131630831,2876344,3.2424304485321045
162521421312231928853210427343301531172226201116929131824307,162123125291234192845323082723330151417222620101693131824117,2915576,2.873584747314453
331641362352928201227193018182417263431217100141132222159253,331641362352928201227193018182417263431217100141132222159253,2883056,1.7446494102478027
108151412843330371321252017241192629223216313422360527191812,332908261614216317193218233121151728122420341330259272415102,2802716,2.056690216064453
720103026182831333214525816119242321221962915202731312341714,720101229182831333214525191611924231422862615202731330341721,2896130,2.6347248554229736
151022582320127183041702214322452833342162673119129291631113,151022582320127123031702214322421283334562613311918929164117,2897730,3.5515265464782715
219232212163002820111333313418472921106514924832317261512725,219232212162803020111333313418472921106514924832317261512725,2886188,1.3699328899383545
430101222652317183113429198271712326251320283291424021163315,112112594172430133102923151626281820341922227143373183212056,2810028,1.4722461700439453
018212430328236201019711313326416141225234283272215179132915,018212430321316207191011233326416141225234283272285159132917,2916568,3.104609251022339
417102171303414112829225261530129246318191832232012316252733,247102117130291411283422526153012946318191832232032116252733,2890734,3.8213911056518555
193422803225211827716212151735241423282920111043313309131266,212531171112332613234727023019294151481020222465231328391618,2902936,1.7410221099853516
111452417431261821251213121681562030341001929332372739222832,311227341322311171932223316405282529148303102676115182021924,2834248,2.20731258392334
141915301702927341812621452533222426393223101613288127311120,141915301702927341812621452533222426393223101613288127311120,2892202,2.7604167461395264
010216311819251592314132272651712112830238297131634242220334,010216311819251592314132426517121128302382971316342422203327,2892518,2.1834609508514404
183442120716322814251323911273131062022192912243033815265171,334421207163228142513239112731181062022192912243033815265117,2897216,1.962597370147705
133351817192623293123224411210673115125342216308214282792010,143204242827212211811934205191523171633136253129821030122673,2837084,1.935718297958374
260298532312142232282772025118114151334930312416102617213319,260298532312142232282772025118114341315930312416102617213319,2901000,1.9203271865844727
281610151957911172012182534421612422272681423029331330322331,192623134872521281724946180141513221632292011510133302723123,2849642,1.797292947769165
251220341516191031241833214617713920314291305268271123282232,311232034151619102524183321461778920314291305261327112328222,2924268,1.1650898456573486
264172024296222301934019131525162123331113218281214271078533,243117331591622110321325121918102926620342322834147272115308,2860328,1.213240623474121
